DP3F.L,Downing Three VCT 'F' Ord,LSE,UK,,0
JWNG.L,JAYWING,LSE,UK,,0
BRWM.L,BlackRock World Mining Trust plc,LSE,UK,,0
FCIF.L,FUND CIR SME IN GBP,LSE,UK,,0
IGG.L,IG Group Holdings plc,LSE,UK,Investment Brokerage - National,420
LLPG.L,6.3673 LLOYDS NCP,LSE,UK,,0
89VS.L,X5 Retail Group N.V.,LSE,UK,Grocery Stores,734
GEM.L,Gemfields Plc,LSE,UK,Industrial Metals & Minerals,133
CIR.L,Circassia Limited,LSE,UK,Biotechnology,515
JMF.L,JPMorgan Mid Cap Ord,LSE,UK,,0
EPG.L,EP Global Opportunities Ord,LSE,UK,,0
MIO.L,Minco plc,LSE,UK,Industrial Metals & Minerals,133
138233.L,NB DIST DEB INV USD,LSE,UK,,0
BG.L,BG Group plc,LSE,UK,Independent Oil & Gas,121
SFE.L,Safestyle Uk plc,LSE,UK,Home Improvement Stores,736
NBDX.L,NB DIST DEB INV USD,LSE,UK,,0
KBE.L,KIMBERLEY ENTERPRIS,LSE,UK,,0
ODX.L,Omega Diagnostics Group PLC,LSE,UK,Medical Instruments & Supplies,520
DLAR.L,De La Rue plc,LSE,UK,Business Services,760
HHV.L,Hargreave Hale AIM VCT 1 Ord,LSE,UK,,0
EWI.L,Edinburgh Worldwide Ord,LSE,UK,,0
JPEC.L,JPMorgan Elect Managed Cash Ord,LSE,UK,,0
JLG.L,John Laing Group plc,LSE,UK,,0
SAC.L,SacOil Holdings Limited,LSE,UK,,0
PNL.L,Personal Assets Ord,LSE,UK,,0
37OC.L,"Oil and Gas Development Co., Ltd.",LSE,UK,,0
MIX.L,Mobeus Income & Growth VCT Ord,LSE,UK,,0
HWDN.L,HOWDEN JOIN GRP,LSE,UK,,0
JIM.L,Jarvis Securities plc,LSE,UK,Investment Brokerage - National,420
SAB.L,SABMiller plc,LSE,UK,Beverages - Brewers,346
PCT.L,Polar Capital Technology Ord,LSE,UK,,0
PNN.L,Pennon Group Plc,LSE,UK,Water Utilities,914
SIA.L,SOCO International plc,LSE,UK,Independent Oil & Gas,121
HHVT.L,Hargreave Hale AIM VCT 2 Ord,LSE,UK,,0
KEM.L,Kemin Resources plc,LSE,UK,Industrial Metals & Minerals,133
AMC.L,Amur Minerals Corporation,LSE,UK,Industrial Metals & Minerals,133
PPIX.L,ProPhotonix Limited,LSE,UK,,0
PAL.L,Equatorial Palm Oil plc,LSE,UK,Farm Products,341
ADM.L,Admiral Group plc,LSE,UK,Property & Casualty Insurance,432
GENL.L,Genel Energy plc,LSE,UK,Independent Oil & Gas,121
SCP.L,Schroder UK Mid Cap Ord,LSE,UK,,0
PGR.L,Prospex Oil and Gas plc,LSE,UK,,0
GDL.L,Greka Drilling Limited,LSE,UK,Oil & Gas Drilling & Exploration,123
TATE.L,Tate & Lyle plc,LSE,UK,Food - Major Diversified,340
KAKU.L,Kakuzi Ltd.,LSE,UK,Farm Products,341
PFG.L,Provident Financial plc,LSE,UK,Credit Services,424
CAMK.L,Camkids Group PLC,LSE,UK,,0
NOP.L,Northern Petroleum plc,LSE,UK,Independent Oil & Gas,121
MCB.L,McBride plc,LSE,UK,Personal Products,323
DUPD.L,Dragon Ukrainian Properties & Development plc,LSE,UK,Property Management,448
ARW.L,Arrow Global Group PLC,LSE,UK,Asset Management,422
HSS.L,Nakama Group plc,LSE,UK,Staffing & Outsourcing Services,764
AMED.L,Amedeo Resources plc,LSE,UK,,0
ECK.L,Eckoh Plc,LSE,UK,Technical & System Software,822
TRP.L,Tower Resources PLC,LSE,UK,Independent Oil & Gas,121
VCT.L,Victrex plc,LSE,UK,Specialty Chemicals,113
MGNT.IL,MAGNIT SP GDR REG-S,IOB,UK,,0
ACT.L,ACT EXPERIENCE,LSE,UK,,0
GPG.L,Coats Group plc,LSE,UK,Conglomerates,210
CARD.L,Card Factory PLC,LSE,UK,"Specialty Retail, Other",745
NOG.L,Nostrum Oil & Gas Plc,LSE,UK,Independent Oil & Gas,121
DRX.L,Drax Group plc.,LSE,UK,Diversified Utilities,913
NWR.L,New World Resources Plc,LSE,UK,Industrial Metals & Minerals,133
ISAT.L,Inmarsat Plc,LSE,UK,Wireless Communications,840
ACP.L,Armadale Capital Plc,LSE,UK,,0
SMA.L,Sovereign Mines Of Africa PLC,LSE,UK,Gold,134
RKMD.IL,ROSTELECOM SP ADR,IOB,UK,,0
BARC.L,Barclays PLC,LSE,UK,Money Center Banks,410
ROR.L,Rotork plc,LSE,UK,Diversified Machinery,622
AHCG.L,Action Hotels PLC,LSE,UK,Lodging,710
BEZ.L,Beazley plc,LSE,UK,Property & Casualty Insurance,432
JZCZ.L,JZ CA GBP-2022 ZDP-,LSE,UK,,0
HTG.L,Hunting plc,LSE,UK,Oil & Gas Equipment & Services,124
THRL.L,Target Healthcare REIT Limited,LSE,UK,REIT - Healthcare Facilities,442
PROJ.L,Project Finance Investments Limited,LSE,UK,,0
POLY.L,Polymetal International Plc,LSE,UK,Industrial Metals & Minerals,133
SKY.L,SKY,LSE,UK,,0
OPM.L,1pm PLC,LSE,UK,Rental & Leasing Services,761
GVC.L,GVC Holdings PLC,LSE,UK,Resorts & Casinos,711
OTM.L,The Ottoman Fund Limited,LSE,UK,,0
JZCX.L,JZ CAPITAL PAR GBP,LSE,UK,,0
HYDG.L,Hydrogen Group PLC,LSE,UK,Staffing & Outsourcing Services,764
HNR.L,Highlands Natural Resources Plc,LSE,UK,,0
WTL.L,WATERLOGIC -NPV-,LSE,UK,,0
RSA.L,RSA Insurance Group plc,LSE,UK,Property & Casualty Insurance,432
TRIG.L,RENEW INF GR GBP,LSE,UK,,0
OCDO.L,Ocado Group plc,LSE,UK,Grocery Stores,734
KEA.L,Kea Petroleum PLC,LSE,UK,,0
AOMD.IL,MOSENERGO SP ADR,IOB,UK,,0
P2P2.L,P2P Global Investments PLC,LSE,UK,,0
BA.L,BAE Systems plc,LSE,UK,Aerospace/Defense - Major Diversified,610
RMG.L,Royal Mail plc,LSE,UK,Air Delivery & Freight Services,773
VENN.L,Venn Life Sciences Holdings plc,LSE,UK,Hospitals,524
87UC.L,7.0916 RBS GRP NCP,LSE,UK,,0
ESO.L,EPE Special Opportunities plc,LSE,UK,,0
LEAL.L,Lead All Investments Limited,LSE,UK,Asset Management,422
PGIL.L,Polyus Gold International Limited,LSE,UK,,0
BT-A.L,BT Group plc,LSE,UK,Wireless Communications,840
PTD.L,Pittards plc,LSE,UK,Textile - Apparel Footwear & Accessories,321
COPL.L,Canadian Overseas Petroleum Limited,LSE,UK,,0
DPLM.L,Diploma PLC,LSE,UK,Industrial Equipment Wholesale,752
128613.L,CAMKIDS GRP,LSE,UK,,0
PANR.L,Pantheon Resources,LSE,UK,Oil & Gas Drilling & Exploration,123
JPIU.L,JPMorgan (2 Ord & 1 Zero Dividend Pref),LSE,UK,,0
D4SA.L,Downing Four VCT Dp2011 Str A Shs,LSE,UK,,0
AERO.L,Strat Aero Plc,LSE,UK,Aerospace/Defense - Major Diversified,610
NBI.L,Northbridge Industrial Services PLC,LSE,UK,Diversified Machinery,622
CMHY.L,CITY MER HIG GBP,LSE,UK,,0
59PQ.L,7.387 RBS GROUP NCP,LSE,UK,,0
JESC.L,JPMorgan European Smaller Comp Ord,LSE,UK,,0
51FL.L,S.C. Electrica S.A.,LSE,UK,,0
ERM.L,Euromoney Institutional Investor PLC,LSE,UK,Publishing - Newspapers,727
TLA.L,TLA Worldwide Plc,LSE,UK,"Recreational Goods, Other",317
GRN.L,Green REIT plc,LSE,UK,,0
APGN.IR,APPLEGREEN,ISE,UK,,0
OVG.L,Ovoca Gold plc,LSE,UK,Gold,134
ATS.L,Artemis Alpha Trust Ord,LSE,UK,,0
AVR.L,Avarae Global Coins Plc,LSE,UK,"Recreational Goods, Other",317
AUTO.L,Auto Trader Group plc,LSE,UK,,0
NCA.L,New Century AIM VCT Ord,LSE,UK,,0
ENQ.L,EnQuest PLC,LSE,UK,Independent Oil & Gas,121
ONL.L,On-Line plc,LSE,UK,Internet Information Providers,851
INLZ.L,INLAND ZDP,LSE,UK,,0
JLP.L,Jubilee Platinum Plc,LSE,UK,Industrial Metals & Minerals,133
EDIN.L,Edinburgh Investment Ord,LSE,UK,,0
GMS.L,Gulf Marine Services PLC,LSE,UK,Oil & Gas Equipment & Services,124
BKIC.L,GOV&CO; BK IRE NCP A,LSE,UK,,0
WEIR.L,The Weir Group PLC,LSE,UK,Diversified Machinery,622
GRI.L,Grainger Plc,LSE,UK,Property Management,448
BOIL.L,BARON OIL,LSE,UK,,0
GNI.L,"General Industries plc, Prior to Reverse Merger with Altair Consultancy and Advisory Services Ltd",LSE,UK,Conglomerates,210
CSFG.L,CSF Group plc,LSE,UK,Information Technology Services,824
LVD.L,Lavendon Group plc,LSE,UK,Rental & Leasing Services,761
138232.L,NB DIST DEB INV USD,LSE,UK,,0
RGU.L,Regus plc,LSE,UK,Business Services,760
AAVC.L,Albion VCT Ord,LSE,UK,,0
TYM.L,Tertiary Minerals plc,LSE,UK,Industrial Metals & Minerals,133
KLN.L,Kellan Group plc,LSE,UK,Staffing & Outsourcing Services,764
FTN.L,Foresight 2 VCT Ord,LSE,UK,,0
SDY.L,Speedy Hire Plc,LSE,UK,Business Services,760
LGEN.L,Legal & General Group Plc,LSE,UK,Life Insurance,430
GED.L,Global Energy Development plc,LSE,UK,Independent Oil & Gas,121
HMLH.L,HML Holdings PLC,LSE,UK,Property Management,448
VEND.L,Ventus VCT D Ord,LSE,UK,,0
SCHO.L,Scholium Group Plc,LSE,UK,"Specialty Retail, Other",745
FPEZ.L,F&C; PRIV EQTY ZDP,LSE,UK,,0
TSTR.L,TRI-STAR RESOURCES ,LSE,UK,,0
HHI.L,Henderson High Income Ord,LSE,UK,,0
HAWK.L,Nighthawk Energy plc,LSE,UK,Independent Oil & Gas,121
NTV.L,Northern 2 VCT Ord,LSE,UK,,0
FAIR.L,FAIR OAKS INC USD,LSE,UK,,0
TMMG.L,The Mission Marketing Group plc,LSE,UK,Advertising Agencies,720
WTS.L,WORLD TRADE SYSTEMS,LSE,UK,,0
CHAL.L,Challenger Acquisitions Limited,LSE,UK,,0
365.L,365 Agile Group plc,LSE,UK,,0
RR.L,Rolls Royce Holdings plc,LSE,UK,Aerospace/Defense - Major Diversified,610
WTB.L,Whitbread PLC,LSE,UK,Restaurants,712
ZPLA.L,Zoopla Property Group Plc,LSE,UK,Internet Information Providers,851
RVG.L,hVIVO plc,LSE,UK,Biotechnology,515
BMTO.L,T.F. & J.H. Braime (Holdings) P.L.C.,LSE,UK,Metal Fabrication,626
KNM.L,Konami Holdings Corporation,LSE,UK,Multimedia & Graphics Software,820
TPOG.L,Third Point Offshore Investors Limited,LSE,UK,,0
GSK.L,GlaxoSmithKline plc,LSE,UK,Drug Manufacturers - Major,510
FTNI.L,Foresight VCT 2 Infrastructure Ord,LSE,UK,,0
BPTY.L,bwin.party digital entertainment plc,LSE,UK,,0
WPP.L,WPP plc,LSE,UK,Advertising Agencies,720
86IP.L,WIT TRS GBP-2.7CUM-,LSE,UK,,0
FCCN.L,French Connection Group plc,LSE,UK,Textile - Apparel Clothing,320
AAA.L,All Asia Asset Capital Limited,LSE,UK,Asset Management,422
JLEN.L,JHN LAI ENV ASS GBP,LSE,UK,,0
AO.L,AO WORLD,LSE,UK,,0
NARS.L,Nationwide Accident Repair Services plc,LSE,UK,,0
INSC.L,INSPIRED CAP,LSE,UK,,0
ORCH.L,Orchard Funding Group PLC,LSE,UK,,0
EDR.L,Egdon Resources plc,LSE,UK,Independent Oil & Gas,121
20974.L,UTILICO ZDP-2016,LSE,UK,,0
123055.L,UTILICO ZDP-2018,LSE,UK,,0
SBLM.L,Sable Mining Africa Limited,LSE,UK,Industrial Metals & Minerals,133
EQN.L,Equiniti Group plc,LSE,UK,,0
PHC.L,Plant Health Care plc,LSE,UK,Chemicals - Major Diversified,110
SPI.L,Spire Healthcare Group Plc,LSE,UK,Business Services,760
STNF.L,STD CHARTERE I15 FP,LSE,UK,,0
GNS.L,Genus plc,LSE,UK,Biotechnology,515
SJG.L,Schroder Japan Growth Ord,LSE,UK,,0
PTV.L,PeerTV Plc,LSE,UK,,0
MIG.L,Mobeus Income & Growth 2 VCT Ord,LSE,UK,,0
HIK.L,Hikma Pharmaceuticals PLC,LSE,UK,Drugs - Generic,512
ZIOC.L,Zanaga Iron Ore Company Limited,LSE,UK,Industrial Metals & Minerals,133
BYG.L,Big Yellow Group plc,LSE,UK,REIT - Industrial,444
SNT.L,Sabien Technology Group Plc,LSE,UK,Diversified Machinery,622
TET.L,Treatt plc,LSE,UK,Chemicals - Major Diversified,110
AOF.L,Africa Opportunity Fund Limited,LSE,UK,,0
FEV.L,Fidelity European Values Ord,LSE,UK,,0
FGT.L,Finsbury Growth & Income Ord,LSE,UK,,0
118821.L,QUORAM,LSE,UK,,0
ETO.L,Entertainment One Ltd.,LSE,UK,Entertainment - Diversified,722
BNC.L,"Banco Santander, S.A.",LSE,UK,Money Center Banks,410
SBD.L,Songbird Estates PLC,LSE,UK,,0
HUNT.L,Hunters Property Group Limited,LSE,UK,,0
RBS.L,The Royal Bank of Scotland Group plc,LSE,UK,Money Center Banks,410
XCH.L,Xchanging plc,LSE,UK,Business Services,760
IHG.L,Intercontinental Hotels Group plc,LSE,UK,Lodging,710
OXA.L,OXACO PLC,LSE,UK,Medical Laboratories & Research,525
MARS.L,Marston's plc,LSE,UK,Restaurants,712
LRD.L,Laird PLC,LSE,UK,Communication Equipment,841
ULE.L,Ultra Electronics Holdings plc,LSE,UK,Aerospace/Defense - Major Diversified,610
RRS.L,Randgold Resources Limited,LSE,UK,Gold,134
JIL.L,Juridica Investments Ltd,LSE,UK,Asset Management,422
BC94.L,Samsung Electronics Co. Ltd.,LSE,UK,Electronic Equipment,314
RDL.L,Ranger Direct Lending Fund Ord,LSE,UK,,0
DIG.L,Dunedin Income Growth Ord,LSE,UK,,0
HSTG.L,Hastings Group Holdings plc,LSE,UK,,0
SDVZ.L,Small Companies Dividend - ZDP 2018,LSE,UK,,0
BLCK.L,Tiso Blackstar Group SE,LSE,UK,Asset Management,422
INCH.L,Inchcape plc,LSE,UK,Auto Dealerships,744
DNO.L,Domino Printing Sciences plc,LSE,UK,,0
MNP.L,Martin Currie Global Portfolio Ord,LSE,UK,,0
SPX.L,Spirax-Sarco Engineering plc,LSE,UK,Diversified Machinery,622
IE1C.L,INGEN ENT VCT 1-C-,LSE,UK,,0
BILB.L,Bilby Plc,LSE,UK,,0
UKRO.L,Ukraine Opportunity Ord,LSE,UK,,0
RNWH.L,Renew Holdings plc,LSE,UK,General Contractors,636
133789.L,SAFECHAR INTR,LSE,UK,,0
WPCT.L,Woodford Patient Capital Trust,LSE,UK,,0
TNI.L,Trinity Mirror plc,LSE,UK,Publishing - Newspapers,727
SAVP.L,Savannah Petroleum Plc,LSE,UK,Independent Oil & Gas,121
MRO.L,Melrose Industries PLC,LSE,UK,Diversified Machinery,622
SUN.L,Surgical Innovations Group plc,LSE,UK,Medical Appliances & Equipment,521
SNG1.L,S.N.G.N. RomGaz S.A.,LSE,UK,Gas Utilities,912
BNKR.L,Bankers Ord,LSE,UK,,0
AUKT.L,Aberdeen UK Tracker Ord,LSE,UK,,0
JETG.L,JPMorgan European Growth Pool Ord,LSE,UK,,0
SOPH.L,Sophos Group plc,LSE,UK,,0
NOVA.L,Nova Resources Limited,LSE,UK,Asset Management,422
KGLD.L,Kolar Gold Limited,LSE,UK,Gold,134
ELM.L,Elementis plc,LSE,UK,Specialty Chemicals,113
YMTD.IL,YNG MNG SPGDR REG-S,IOB,UK,,0
PLI.L,Perpetual Income & Growth Ord,LSE,UK,,0
DP2A.L,Downing Two VCT Plc,LSE,UK,,0
LRM.L,Lombard Risk Management plc,LSE,UK,Technical & System Software,822
138655.L,HOCHSCHILD I15 FP,LSE,UK,,0
MIG3.L,Maven Income & Growth VCT 3 Ord,LSE,UK,,0
HON.L,Honeywell International Inc.,LSE,UK,Diversified Machinery,622
112787.L,JUBILANT ENERGY,LSE,UK,,0
QTX.L,Quartix Holdings plc,LSE,UK,Scientific & Technical Instruments,837
AVV.L,AVEVA Group plc,LSE,UK,Information Technology Services,824
USG.L,Ultimate Sports Group Plc,LSE,UK,,0
HFEL.L,Henderson Far East Income Limited,LSE,UK,,0
OXP.L,OXFORD PHARMASCI,LSE,UK,,0
VEC.L,Vectura Group plc,LSE,UK,Drug Manufacturers - Major,510
LAM.L,Lamprell plc,LSE,UK,General Contractors,636
STVG.L,STV Group plc,LSE,UK,Broadcasting - TV,723
REX.L,Rexam PLC,LSE,UK,Packaging & Containers,325
TRG.L,TR European Growth Ord,LSE,UK,,0
HFG.L,Hilton Food Group plc,LSE,UK,Food - Major Diversified,340
JUB.L,Jubilant Energy NV,LSE,UK,,0
DAN.L,Daniel Stewart Securities plc,LSE,UK,Investment Brokerage - National,420
136281.L,MARWYN VALUE IN,LSE,UK,,0
DIA.L,Dialight plc,LSE,UK,Diversified Electronics,836
VZC.L,Verizon Communications Inc.,LSE,UK,Wireless Communications,840
TPL.L,Tethys Petroleum Limited,LSE,UK,,0
JLT.L,Jardine Lloyd Thompson Group plc,LSE,UK,Insurance Brokers,434
HSL.L,Henderson Smaller Companies Ord,LSE,UK,,0
SPSM.L,Stallion Resources plc,LSE,UK,,0
PRU.L,Prudential plc,LSE,UK,Life Insurance,430
PIN.L,Pantheon International Ord PLC,LSE,UK,,0
HSW.L,Hostelworld Group Plc,LSE,UK,,0
DSC.L,U and I Group PLC,LSE,UK,Property Management,448
STAN.L,Standard Chartered PLC,LSE,UK,Money Center Banks,410
LBB.L,Litebulb Group Limited,LSE,UK,,0
OXS.L,Oxus Gold plc,LSE,UK,Gold,134
PHNX.L,Phoenix Group Holdings Plc,LSE,UK,Life Insurance,430
IPO.L,IP Group Plc,LSE,UK,Asset Management,422
ALD.L,Aldermore Group PLC,LSE,UK,,0
SGP.L,SuperGroup Plc,LSE,UK,Textile - Apparel Clothing,320
EDV.L,Elderstreet VCT Ord,LSE,UK,,0
BSC.L,British Smaller Companies VCT2 Ord,LSE,UK,,0
ZZZ.L,Snoozebox Holdings plc,LSE,UK,Lodging,710
0QXN.L,Zalando SE,LSE,UK,,0
TEF.L,Telford Homes plc,LSE,UK,Residential Construction,630
STNN.L,STD CHARTERE I15 NP,LSE,UK,,0
WRN.L,WORTHINGTON,LSE,UK,,0
TRE.L,Trading Emissions Plc,LSE,UK,Asset Management,422
RPO.L,RusPetro plc,LSE,UK,Independent Oil & Gas,121
LKOD.IL,LUKOIL SP ADR,IOB,UK,,0
SAGA.L,Saga plc,LSE,UK,Property & Casualty Insurance,432
MOLD.IL,MOL SP ADR-SER A,IOB,UK,,0
ARCH.L,ARC Capital Holdings Limited,LSE,UK,,0
FEDS.IL,FEDERAL BANK GDR,IOB,UK,,0
TALK.L,TalkTalk Telecom Group PLC,LSE,UK,Wireless Communications,840
HSTN.L,Hansteen Holdings PLC,LSE,UK,REIT - Industrial,444
RRR.L,Red Rock Resources plc,LSE,UK,Industrial Metals & Minerals,133
RE-B.L,9 REA HOLDINGS CP,LSE,UK,,0
JII.L,JPMorgan Indian Ord,LSE,UK,,0
MGHZ.L,M&G; High Income ZDP 2017,LSE,UK,,0
CR3.L,CORE VCT,LSE,UK,,0
INM.L,Independent News & Media plc,LSE,UK,Publishing - Newspapers,727
APT.L,Axa Property Trust,LSE,UK,,0
KDR.L,Karelian Diamond Resources PLC,LSE,UK,Industrial Metals & Minerals,133
LRE.L,Lancashire Holdings Limited,LSE,UK,Accident & Health Insurance,431
MTV.L,Motive Television plc,LSE,UK,Entertainment - Diversified,722
NVA.L,Novae Group Plc,LSE,UK,Property & Casualty Insurance,432
OAPC.L,Octopus Apollo VCT C,LSE,UK,,0
TLPR.L,Tullett Prebon plc,LSE,UK,Investment Brokerage - National,420
CPI.L,Capita plc,LSE,UK,Business Services,760
PURP.L,Purplebricks Group PLC,LSE,UK,,0
STJ.L,St. James's Place plc,LSE,UK,Life Insurance,430
NCON.L,Norcon Plc,LSE,UK,Business Services,760
AGL.L,ANGLE Plc,LSE,UK,Medical Laboratories & Research,525
135219.L,ALENT,LSE,UK,,0
FDM.L,Ford Motor Co.,LSE,UK,Auto Manufacturers - Major,330
NTOG.L,Nostra Terra Oil & Gas Company plc,LSE,UK,Independent Oil & Gas,121
AZN.L,AstraZeneca PLC,LSE,UK,Drug Manufacturers - Major,510
EHG.L,Elegant Hotels Group Plc,LSE,UK,,0
HDY.L,Hardy Oil & Gas plc,LSE,UK,Independent Oil & Gas,121
HOME.L,Home Retail Group plc,LSE,UK,"Specialty Retail, Other",745
GFIN.L,Gfinity plc,LSE,UK,"Recreational Goods, Other",317
PHO.L,Peel Hotels Plc,LSE,UK,Lodging,710
MAW.L,"Maruwa Co., Ltd.",LSE,UK,Diversified Electronics,836
AST.L,Ascent Resources plc,LSE,UK,Independent Oil & Gas,121
DAL.L,Dalata Hotel Group p.l.c.,LSE,UK,Lodging,710
113813.L,COPPER DEVELOP,LSE,UK,,0
INCA.L,INCADEA,LSE,UK,,0
131463.L,RAPIDCLOUD -NPV-,LSE,UK,,0
UEN.L,Urals Energy Public Company Limited,LSE,UK,Oil & Gas Drilling & Exploration,123
RGL.L,Regional REIT Limited,LSE,UK,,0
UKML.L,UK MORTGAGES GBP,LSE,UK,,0
BLNX.L,Blinkx plc,LSE,UK,Internet Information Providers,851
JDTC.L,Jupiter Dividend & Growth Comm Common,LSE,UK,,0
SEQC.L,SEQU ECO INF GBP-C-,LSE,UK,,0
ZBO.L,Zibao Metals Recycling Holdings Plc,LSE,UK,Industrial Metals & Minerals,133
BABU.L,BlueCrest AllBlue Fund Limited,LSE,UK,,0
JZCN.L,JZ CAPITAL ZDP-GBP,LSE,UK,,0
RXP.L,Roxi Petroleum PLC,LSE,UK,Independent Oil & Gas,121
ZHEH.L,Zhejiang Expressway Co. Ltd.,LSE,UK,Heavy Construction,635
HSX.L,"Hiscox, Ltd.",LSE,UK,Property & Casualty Insurance,432
AFPO.L,African Potash Limited,LSE,UK,Agricultural Chemicals,112
125795.L,POLYUS GOLD INTL,LSE,UK,,0
BWNG.L,N Brown Group plc,LSE,UK,"Specialty Retail, Other",745
PVCS.L,PV Crystalox Solar plc,LSE,UK,Diversified Utilities,913
LED.L,LED International Holdings Limited,LSE,UK,Diversified Electronics,836
BLUR.L,blur Group plc,LSE,UK,Internet Information Providers,851
CCPG.L,CVC EUR OPP GBP,LSE,UK,,0
WRES.L,W RESOURCES,LSE,UK,,0
OPAN.L,OPTIMAL I15 NP,LSE,UK,,0
TCY.L,Telecity Group plc,LSE,UK,Business Software & Services,826
MWG.L,Modern Water plc,LSE,UK,Water Utilities,914
C4XD.L,C4X Discovery Holdings plc,LSE,UK,Biotechnology,515
MPE.L,M.P. Evans Group plc,LSE,UK,Farm Products,341
DEMG.L,Deltex Medical Group plc,LSE,UK,Medical Appliances & Equipment,521
JCH.L,JPMorgan Claverhouse Ord,LSE,UK,,0
TIR.L,Tiger Resource Finance plc,LSE,UK,Asset Management,422
OEX.L,Oilex Ltd.,LSE,UK,Independent Oil & Gas,121
YNGA.L,"Young & Co.'s Brewery, P.L.C.",LSE,UK,Restaurants,712
BRFI.L,BlackRock Frontiers Ord,LSE,UK,,0
IVI.L,Invesco Income Growth Ord,LSE,UK,,0
DP3E.L,Downing THREE VCT plc,LSE,UK,,0
BWO.L,Barloworld Ltd.,LSE,UK,Rental & Leasing Services,761
GYM.L,The Gym Group plc,LSE,UK,,0
RPS.L,RPS Group plc,LSE,UK,Business Services,760
138967.L,LONMIN I15 FP,LSE,UK,,0
CRPR.L,James Cropper plc,LSE,UK,Paper & Paper Products,324
RCP.L,RIT Capital Partners plc,LSE,UK,Asset Management,422
GNC.L,Greencore Group plc,LSE,UK,Food - Major Diversified,340
GPE.L,Graphite Enterprise Trust Ord,LSE,UK,,0
INDV.L,Indivior PLC,LSE,UK,Drugs - Generic,512
CGNR.L,Conroy Gold and Natural Resources plc,LSE,UK,,0
MLD.L,MirLand Development Corporation Plc,LSE,UK,Property Management,448
IMI.L,IMI plc,LSE,UK,Diversified Machinery,622
STAB.L,7.375 STD CHAR NCIP,LSE,UK,,0
MTFB.L,Motif Bio Plc,LSE,UK,,0
IKK.L,Inch Kenneth Kajang Rubber Public Limited Company,LSE,UK,Resorts & Casinos,711
IAG.L,"International Consolidated Airlines Group, S.A.",LSE,UK,Major Airlines,770
WHE.L,Salt Lake Potash Limited,LSE,UK,Independent Oil & Gas,121
PHRM.L,Phorm Corporation Limited,LSE,UK,Advertising Agencies,720
VRP.L,Verona Pharma plc,LSE,UK,Biotechnology,515
5578.L,HARDY OIL AND GAS,LSE,UK,,0
TPK.L,Travis Perkins plc,LSE,UK,General Building Materials,634
ATST.L,Alliance Trust PLC,LSE,UK,Asset Management,422
CLNR.L,Cluff Natural Resources Plc,LSE,UK,Independent Oil & Gas,121
40XT.L,ROSNEFT SP GDR-144A,LSE,UK,,0
CZA.L,Coal of Africa Limited,LSE,UK,Industrial Metals & Minerals,133
QXT.L,Quixant Plc,LSE,UK,Computer Based Systems,812
124388.L,NAIBU GLOBAL,LSE,UK,,0
MVI.L,Marwyn Value Investors Limited,LSE,UK,,0
NSA.L,Nimrod Sea Assets Limited,LSE,UK,,0
XEL.L,Xcite Energy Limited,LSE,UK,Independent Oil & Gas,121
PFIT.L,PRESSFIT HOLDINGS,LSE,UK,,0
MAB.L,Mitchells & Butlers plc,LSE,UK,Restaurants,712
SEN.L,Senterra Energy Plc,LSE,UK,,0
OPHR.L,Ophir Energy Plc,LSE,UK,Independent Oil & Gas,121
RWA.L,Robert Walters PLC,LSE,UK,Staffing & Outsourcing Services,764
MUBL.L,MBL Group plc,LSE,UK,Entertainment - Diversified,722
XTR.L,Xtract Resources Plc,LSE,UK,Industrial Metals & Minerals,133
BME.L,B&M; European Value Retail S.A.,LSE,UK,"Discount, Variety Stores",732
KIT.L,Keystone Ord,LSE,UK,,0
FUTR.L,Future PLC,LSE,UK,Publishing - Newspapers,727
PCFT.L,Polar Capital Global Financials Ord,LSE,UK,,0
JLF.L,Jelf Group plc,LSE,UK,,0
VSVS.L,Vesuvius plc,LSE,UK,Conglomerates,210
MTU.L,Montanaro UK Smaller Companies Ord,LSE,UK,,0
DNLM.L,Dunelm Group plc,LSE,UK,"Specialty Retail, Other",745
SMIN.L,Smiths Group plc,LSE,UK,Diversified Machinery,622
SAFE.L,Safestore Holdings plc,LSE,UK,REIT - Industrial,444
AGR.L,Assura Plc,LSE,UK,REIT - Healthcare Facilities,442
MAB1.L,Mortgage Advice Bureau (Holdings) PLC,LSE,UK,Mortgage Investment,447
DOTD.L,dotDigital Group Plc,LSE,UK,Technical & System Software,822
GTS.L,GTS Chemical Holdings plc,LSE,UK,Specialty Chemicals,113
IAP.L,ICAP plc,LSE,UK,Investment Brokerage - National,420
MCLS.L,McColl's Retail Group plc,LSE,UK,Department Stores,731
LLD2.L,Lloyds Banking Group plc,LSE,UK,Money Center Banks,410
TYT.L,Toyota Motor Corporation,LSE,UK,Auto Manufacturers - Major,330
IPEL.L,Impellam Group PLC,LSE,UK,Staffing & Outsourcing Services,764
OPG.L,OPG Power Ventures PLC,LSE,UK,Electric Utilities,911
FGP.L,Firstgroup plc,LSE,UK,Trucking,774
IDHC.L,Integrated Diagnostics Holdings plc,LSE,UK,,0
MONI.L,Monitise plc,LSE,UK,Technical & System Software,822
BC32.L,LEWIS JOHN 7CP,LSE,UK,,0
VEN.L,Ventus VCT Ord,LSE,UK,,0
SHP.L,Shire plc,LSE,UK,Biotechnology,515
BCRE.L,BCRE-Brack Capital Real Estate Investments N.V.,LSE,UK,Property Management,448
